level,id,dataset,ie_pred_kcalmol,true_kcalmol,error_kcalmol,abs_error_kcalmol
PBE-D3__Def2TZVPP,IE-SSI-050VAL-054THR-1,SSI,1.294375213,1.615,-0.320624787,0.320624787
PBE-D3__Def2TZVPP,IE-SSI-239ASP-244THR-1,SSI,-4.812257267,-3.746,-1.066257267,1.066257267
PBE-D3__Def2TZVPP,IE-SSI-057PRO-063TYR-1,SSI,-2.046440347,-1.688,-0.358440347,0.358440347
PBE-D3__Def2TZVPP,IE-SSI-078LEU-108VAL-1,SSI,-0.068751178,0.207,-0.275751178,0.275751178
PBE-D3__Def2TZVPP,IE-SSI-083TYR-096ASN-1,SSI,-1.943692277,-1.767,-0.176692277,0.176692277
PBE-D3__Def2TZVPP,IE-SSI-074SER-111GLU-1,SSI,-23.41321071,-20.78,-2.633210709,2.633210709
PBE-D3__Def2TZVPP,IE-SSI-109PHE-185VAL-1,SSI,-1.291590373,-1.155,-0.136590373,0.136590373
PBE-D3__Def2TZVPP,IE-SSI-028SER-055THR-1,SSI,-5.742027563,-4.775,-0.967027563,0.967027563
PBE-D3__Def2TZVPP,IE-SSI-017ASN-029ASN-2,SSI,-7.40597075,-6.784,-0.62197075,0.62197075
PBE-D3__Def2TZVPP,IE-SSI-111TRP-115GLN-1,SSI,-4.698364951,-4.366,-0.332364951,0.332364951
PBE-D3__Def2TZVPP,IE-SSI-030TRP-212GLU-1,SSI,-19.19355866,-18.115,-1.078558658,1.078558658
PBE-D3__Def2TZVPP,IE-SSI-028LEU-061GLU-1,SSI,-1.484110961,-1.051,-0.433110961,0.433110961
PBE-D3__Def2TZVPP,IE-SSI-025THR-045THR-1,SSI,-5.607379324,-4.654,-0.953379324,0.953379324
PBE-D3__Def2TZVPP,IE-SSI-006ASP-116VAL-1,SSI,-2.451222578,-1.513,-0.938222578,0.938222578
PBE-D3__Def2TZVPP,IE-SSI-135PRO-144LEU-1,SSI,-1.050087653,-0.871,-0.179087653,0.179087653
PBE-D3__Def2TZVPP,IE-SSI-105ASN-154ASN-1,SSI,3.337815152,4.832,-1.494184848,1.494184848
PBE-D3__Def2TZVPP,IE-SSI-011TYR-018ARG-1,SSI,-8.832112462,-8.191,-0.641112462,0.641112462
PBE-D3__Def2TZVPP,IE-SSI-037THR-053ILE-1,SSI,-0.115021431,0.562,-0.677021431,0.677021431
PBE-D3__Def2TZVPP,IE-SSI-045PHE-057GLU-1,SSI,-8.85923669,-7.819,-1.04023669,1.04023669
PBE-D3__Def2TZVPP,IE-SSI-079SER-208TYR-1,SSI,-1.148483013,-0.485,-0.663483013,0.663483013
PBE-D3__Def2TZVPP,IE-SSI-116LYS-144SER-1,SSI,-9.457119746,-8.866,-0.591119746,0.591119746
PBE-D3__Def2TZVPP,IE-SSI-078GLU-127GLN-2,SSI,-25.3147121,-23.568,-1.746712097,1.746712097
PBE-D3__Def2TZVPP,IE-SSI-030ASP-320ARG-1,SSI,-104.002726,-101.399,-2.603726001,2.603726001
PBE-D3__Def2TZVPP,IE-SSI-032GLU-169THR-1,SSI,-4.655316572,-3.422,-1.233316572,1.233316572
PBE-D3__Def2TZVPP,IE-SSI-129TYR-136TYR-2,SSI,-3.74626355,-3.435,-0.31126355,0.31126355
PBE-D3__Def2TZVPP,IE-SSI-024LYS-069TYR-2,SSI,-10.328811,-9.579,-0.749811003,0.749811003
PBE-D3__Def2TZVPP,IE-SSI-040TRP-055LEU-1,SSI,-0.963966792,-0.704,-0.259966792,0.259966792
PBE-D3__Def2TZVPP,IE-SSI-274ILE-279LYS-1,SSI,-1.100531047,-0.834,-0.266531047,0.266531047
PBE-D3__Def2TZVPP,IE-SSI-060MET-070GLU-1,SSI,-0.203835516,0.426,-0.629835516,0.629835516
PBE-D3__Def2TZVPP,IE-SSI-013GLU-039ARG-1,SSI,-95.02433631,-91.802,-3.222336315,3.222336315
PBE-D3__Def2TZVPP,IE-SSI-025GLN-029LYS-1,SSI,-1.568251351,-1.277,-0.291251351,0.291251351
PBE-D3__Def2TZVPP,IE-SSI-068PHE-083LEU-1,SSI,-1.126793363,-0.881,-0.245793363,0.245793363
PBE-D3__Def2TZVPP,IE-SSI-080TRP-090TYR-1,SSI,-3.711514025,-3.216,-0.495514025,0.495514025
PBE-D3__Def2TZVPP,IE-SSI-044HIE-086GLU-1,SSI,-27.13373526,-25.558,-1.575735256,1.575735256
PBE-D3__Def2TZVPP,IE-SSI-098SER-164ASP-1,SSI,-20.24491683,-17.628,-2.616916832,2.616916832
PBE-D3__Def2TZVPP,IE-SSI-007ASN-109GLU-1,SSI,-20.39361398,-19.18,-1.21361398,1.21361398
PBE-D3__Def2TZVPP,IE-SSI-024PHE-130LYS-1,SSI,-1.696396427,-1.441,-0.255396427,0.255396427
PBE-D3__Def2TZVPP,IE-SSI-015THR-019ASP-1,SSI,-0.979771059,-0.616,-0.363771059,0.363771059
PBE-D3__Def2TZVPP,IE-SSI-013GLU-052ILE-1,SSI,-2.764656034,-1.71,-1.054656034,1.054656034
PBE-D3__Def2TZVPP,IE-SSI-110GLU-129LYS-1,SSI,-117.9802876,-114.616,-3.364287601,3.364287601
PBE-D3__Def2TZVPP,IE-SSI-130ARG-248GLU-1,SSI,-79.0149189,-76.927,-2.087918899,2.087918899
PBE-D3__Def2TZVPP,IE-SSI-208ALA-214PHE-1,SSI,-1.52369587,-1.166,-0.35769587,0.35769587
PBE-D3__Def2TZVPP,IE-SSI-096VAL-105LEU-1,SSI,0.004399802,0.122,-0.117600198,0.117600198
PBE-D3__Def2TZVPP,IE-SSI-035TRP-161LYS-1,SSI,-17.90972776,-16.599,-1.310727762,1.310727762
PBE-D3__Def2TZVPP,IE-SSI-042PHE-085PHE-1,SSI,-2.024922689,-1.718,-0.306922689,0.306922689
PBE-D3__Def2TZVPP,IE-SSI-007LEU-090TYR-1,SSI,-1.655978518,-1.294,-0.361978518,0.361978518
PBE-D3__Def2TZVPP,IE-SSI-025GLN-260ILE-1,SSI,-0.87817774,-0.673,-0.20517774,0.20517774
PBE-D3__Def2TZVPP,IE-SSI-033ASP-279LYS-2,SSI,-4.861932241,-3.818,-1.043932241,1.043932241
PBE-D3__Def2TZVPP,IE-SSI-024GLU-050ARG-1,SSI,-5.619239497,-4.573,-1.046239497,1.046239497
PBE-D3__Def2TZVPP,IE-SSI-088PHE-092LEU-1,SSI,-1.242412007,-0.94,-0.302412007,0.302412007
PBE-D3__Def2TZVPP,IE-SSI-248MET-298ARG-1,SSI,-1.324744221,-0.855,-0.469744221,0.469744221
PBE-D3__Def2TZVPP,IE-SSI-129PHE-166PRO-1,SSI,-2.396765171,-2.017,-0.379765171,0.379765171
PBE-D3__Def2TZVPP,IE-SSI-053SER-089GLU-1,SSI,-22.19316039,-19.844,-2.349160388,2.349160388
PBE-D3__Def2TZVPP,IE-SSI-010ASN-023GLU-1,SSI,-24.79152968,-23.431,-1.360529675,1.360529675
PBE-D3__Def2TZVPP,IE-SSI-030GLN-034TRP-2,SSI,-4.064812464,-3.477,-0.587812464,0.587812464
PBE-D3__Def2TZVPP,IE-SSI-063ILE-077LEU-1,SSI,-0.601537622,-0.382,-0.219537622,0.219537622
PBE-D3__Def2TZVPP,IE-SSI-035CYS-038CYS-1,SSI,0.207817072,2.39,-2.182182928,2.182182928
PBE-D3__Def2TZVPP,IE-SSI-126ASN-129ASN-1,SSI,-2.694195783,-1.98,-0.714195783,0.714195783
PBE-D3__Def2TZVPP,IE-SSI-001MET-031VAL-1,SSI,2.600840765,2.468,0.132840765,0.132840765
PBE-D3__Def2TZVPP,IE-SSI-062ASP-080ARG-1,SSI,-89.53118315,-86.981,-2.550183146,2.550183146
PBE-D3__Def2TZVPP,IE-SSI-089ASP-092PHE-1,SSI,-5.894705644,-5.338,-0.556705644,0.556705644
PBE-D3__Def2TZVPP,IE-SSI-054GLU-058ARG-1,SSI,-121.566268,-118.218,-3.348268008,3.348268008
PBE-D3__Def2TZVPP,IE-SSI-186TYR-273GLU-1,SSI,3.196685328,4.703,-1.506314672,1.506314672
PBE-D3__Def2TZVPP,IE-SSI-130SER-153TRP-1,SSI,-6.41958434,-5.708,-0.71158434,0.71158434
PBE-D3__Def2TZVPP,IE-SSI-045HIE-053ILE-1,SSI,-2.446735784,-2.15,-0.296735784,0.296735784
PBE-D3__Def2TZVPP,IE-SSI-015ARG-020ASP-1,SSI,-102.5289743,-100.161,-2.367974278,2.367974278
PBE-D3__Def2TZVPP,IE-SSI-024VAL-032HIE-1,SSI,-1.565819067,-1.196,-0.369819067,0.369819067
PBE-D3__Def2TZVPP,IE-SSI-030GLU-033GLN-1,SSI,-17.11561338,-16.157,-0.958613382,0.958613382
PBE-D3__Def2TZVPP,IE-SSI-061GLU-142MET-1,SSI,-9.551511522,-8.303,-1.248511522,1.248511522
PBE-D3__Def2TZVPP,IE-SSI-114LYS-225TRP-1,SSI,-2.328592491,-2.035,-0.293592491,0.293592491
PBE-D3__Def2TZVPP,IE-SSI-009TYR-033ASN-1,SSI,-5.26205392,-4.633,-0.62905392,0.62905392
PBE-D3__Def2TZVPP,IE-SSI-020SER-091ARG-1,SSI,-1.504563239,-0.604,-0.900563239,0.900563239
PBE-D3__Def2TZVPP,IE-SSI-154ARG-204ARG-1,SSI,61.28085472,61.621,-0.340145277,0.340145277
PBE-D3__Def2TZVPP,IE-SSI-008ALA-035GLU-1,SSI,-5.113928838,-3.935,-1.178928838,1.178928838
PBE-D3__Def2TZVPP,IE-SSI-062GLN-171PRO-1,SSI,1.61531038,1.617,-0.00168962,0.00168962
PBE-D3__Def2TZVPP,IE-SSI-015ILE-136HIE-1,SSI,-0.587642689,-0.545,-0.042642689,0.042642689
PBE-D3__Def2TZVPP,IE-SSI-037SER-043ASP-1,SSI,-6.959761967,-6.323,-0.636761967,0.636761967
PBE-D3__Def2TZVPP,IE-SSI-135TRP-147GLN-1,SSI,-6.600605061,-6.213,-0.387605061,0.387605061
PBE-D3__Def2TZVPP,IE-SSI-040TYR-055VAL-1,SSI,-1.261176968,-1.047,-0.214176968,0.214176968
PBE-D3__Def2TZVPP,IE-SSI-056PHE-129PHE-1,SSI,-2.382585999,-2.054,-0.328585999,0.328585999
PBE-D3__Def2TZVPP,IE-SSI-054GLU-141GLN-1,SSI,-15.19245028,-13.457,-1.735450276,1.735450276
PBE-D3__Def2TZVPP,IE-SSI-013GLU-065LEU-1,SSI,-4.431987569,-3.478,-0.953987569,0.953987569
PBE-D3__Def2TZVPP,IE-SSI-034ASN-076SER-1,SSI,-1.91830401,-1.631,-0.28730401,0.28730401
PBE-D3__Def2TZVPP,IE-SSI-221GLU-262SER-1,SSI,-21.38145265,-18.411,-2.970452655,2.970452655
PBE-D3__Def2TZVPP,IE-SSI-058HIE-115GLN-1,SSI,-4.397893685,-4.423,0.025106315,0.025106315
PBE-D3__Def2TZVPP,IE-SSI-027THR-036SER-1,SSI,-6.401026346,-5.604,-0.797026346,0.797026346
PBE-D3__Def2TZVPP,IE-SSI-010VAL-034TYR-1,SSI,-1.041524274,-0.865,-0.176524274,0.176524274
PBE-D3__Def2TZVPP,IE-SSI-069GLU-076ILE-1,SSI,-1.278296748,-1.017,-0.261296748,0.261296748
PBE-D3__Def2TZVPP,IE-SSI-179TYR-216GLU-1,SSI,2.554762361,4.148,-1.593237639,1.593237639
PBE-D3__Def2TZVPP,IE-SSI-021ARG-035GLU-1,SSI,-5.858312828,-4.508,-1.350312828,1.350312828
PBE-D3__Def2TZVPP,IE-SSI-096HIE-103SER-1,SSI,-6.02581916,-5.557,-0.46881916,0.46881916
PBE-D3__Def2TZVPP,IE-SSI-036PHE-075SER-2,SSI,-2.498999062,-2.251,-0.247999062,0.247999062
PBE-D3__Def2TZVPP,IE-SSI-163TYR-187GLU-1,SSI,2.151922433,3.81,-1.658077567,1.658077567
PBE-D3__Def2TZVPP,IE-SSI-005VAL-039SER-1,SSI,-0.615594799,-0.158,-0.457594799,0.457594799
PBE-D3__Def2TZVPP,IE-SSI-030LYS-078TYR-2,SSI,-7.946974273,-7.249,-0.697974273,0.697974273
PBE-D3__Def2TZVPP,IE-SSI-038CYS-095PHE-1,SSI,-1.570014671,-1.282,-0.288014671,0.288014671
PBE-D3__Def2TZVPP,IE-SSI-083THR-086MET-1,SSI,-0.078503283,0.699,-0.777503283,0.777503283
PBE-D3__Def2TZVPP,IE-SSI-021PHE-072PHE-1,SSI,-2.995815058,-2.802,-0.193815058,0.193815058
PBE-D3__Def2TZVPP,IE-SSI-042SER-058ILE-1,SSI,-1.948723579,-1.251,-0.697723579,0.697723579
PBE-D3__Def2TZVPP,IE-SSI-023GLU-046LYS-1,SSI,-115.3099813,-110.517,-4.79298131,4.79298131
PBE-D3__Def2TZVPP,IE-SSI-205MET-223ASP-2,SSI,-6.312672673,-5.679,-0.633672673,0.633672673
PBE-D3__Def2TZVPP,IE-SSI-050ASP-053THR-1,SSI,-21.23454959,-19.054,-2.180549591,2.180549591
PBE-D3__Def2TZVPP,IE-SSI-078PRO-186ASN-1,SSI,-3.951649928,-3.65,-0.301649928,0.301649928
PBE-D3__Def2TZVPP,IE-SSI-028ILE-106VAL-1,SSI,0.639867353,0.749,-0.109132647,0.109132647
PBE-D3__Def2TZVPP,IE-SSI-095GLN-187ASP-1,SSI,-6.470190857,-6.221,-0.249190857,0.249190857
PBE-D3__Def2TZVPP,IE-SSI-118ASP-136HIE-1,SSI,-27.90399325,-26.173,-1.73099325,1.73099325
PBE-D3__Def2TZVPP,IE-SSI-059LYS-075TRP-1,SSI,-8.672609624,-7.619,-1.053609624,1.053609624
PBE-D3__Def2TZVPP,IE-SSI-006ARG-090TYR-1,SSI,-3.730432286,-2.954,-0.776432286,0.776432286
PBE-D3__Def2TZVPP,IE-SSI-022LEU-057THR-1,SSI,-1.014556546,-0.807,-0.207556546,0.207556546
PBE-D3__Def2TZVPP,IE-SSI-098LEU-146TRP-1,SSI,-1.410013522,-1.055,-0.355013522,0.355013522
PBE-D3__Def2TZVPP,IE-SSI-024GLU-054ARG-1,SSI,-108.4082447,-105.452,-2.956244702,2.956244702
PBE-D3__Def2TZVPP,IE-SSI-098ILE-145ILE-1,SSI,-0.804823647,-0.584,-0.220823647,0.220823647
PBE-D3__Def2TZVPP,IE-SSI-037ASP-064TYR-1,SSI,-21.33232937,-18.742,-2.590329371,2.590329371
PBE-D3__Def2TZVPP,IE-SSI-012ASP-026TYR-1,SSI,-9.350821148,-7.68,-1.670821148,1.670821148
PBE-D3__Def2TZVPP,IE-SSI-024PHE-100SER-1,SSI,-1.54873725,-0.956,-0.59273725,0.59273725
PBE-D3__Def2TZVPP,IE-SSI-031THR-085GLU-1,SSI,-19.20999384,-17.264,-1.945993843,1.945993843
PBE-D3__Def2TZVPP,IE-SSI-094TYR-097THR-1,SSI,-1.04503099,-0.361,-0.68403099,0.68403099
PBE-D3__Def2TZVPP,IE-SSI-003THR-182GLU-1,SSI,-4.329474844,-3.51,-0.819474844,0.819474844
PBE-D3__Def2TZVPP,IE-SSI-068HIE-080GLU-1,SSI,0.562547961,1.253,-0.690452039,0.690452039
PBE-D3__Def2TZVPP,IE-SSI-159ALA-197TYR-1,SSI,-0.829960289,-0.523,-0.306960289,0.306960289
PBE-D3__Def2TZVPP,IE-SSI-061ASP-065LYS-1,SSI,-8.143693837,-6.775,-1.368693837,1.368693837
PBE-D3__Def2TZVPP,IE-SSI-008ILE-035TRP-1,SSI,-1.530049732,-1.279,-0.251049732,0.251049732
PBE-D3__Def2TZVPP,IE-SSI-049LEU-107PHE-1,SSI,-2.018972969,-1.693,-0.325972969,0.325972969
PBE-D3__Def2TZVPP,IE-SSI-065ASP-110GLN-1,SSI,-5.861597383,-5.452,-0.409597383,0.409597383
PBE-D3__Def2TZVPP,IE-SSI-081GLU-101ASN-1,SSI,4.260620356,5.505,-1.244379644,1.244379644
PBE-D3__Def2TZVPP,IE-SSI-158ILE-164LYS-2,SSI,-0.957621935,-0.786,-0.171621935,0.171621935
PBE-D3__Def2TZVPP,IE-SSI-098VAL-105TYR-1,SSI,-0.975817596,-0.686,-0.289817596,0.289817596
PBE-D3__Def2TZVPP,IE-SSI-023GLN-217THR-1,SSI,-6.581826069,-6.301,-0.280826069,0.280826069
PBE-D3__Def2TZVPP,IE-SSI-062TRP-073ALA-1,SSI,-2.144102835,-1.884,-0.260102835,0.260102835
PBE-D3__Def2TZVPP,IE-SSI-041GLU-045LYS-1,SSI,-110.8958195,-107.969,-2.926819491,2.926819491
PBE-D3__Def2TZVPP,IE-SSI-045TRP-272GLN-1,SSI,-5.538044112,-4.851,-0.687044112,0.687044112
PBE-D3__Def2TZVPP,IE-SSI-161ARG-285ASP-1,SSI,-89.32610354,-86.634,-2.692103539,2.692103539
PBE-D3__Def2TZVPP,IE-SSI-060LEU-095PHE-2,SSI,-1.343279914,-1.009,-0.334279914,0.334279914
PBE-D3__Def2TZVPP,IE-SSI-012GLN-034GLN-1,SSI,-7.231191611,-7.047,-0.184191611,0.184191611
PBE-D3__Def2TZVPP,IE-SSI-142TYR-147LYS-1,SSI,-9.907544109,-9.182,-0.725544109,0.725544109
PBE-D3__Def2TZVPP,IE-SSI-029ASN-034LYS-2,SSI,-28.58021681,-27.247,-1.333216812,1.333216812
PBE-D3__Def2TZVPP,IE-SSI-065ASN-110GLN-1,SSI,-2.549216688,-2.561,0.011783312,0.011783312
PBE-D3__Def2TZVPP,IE-SSI-017THR-307TRP-1,SSI,-1.879224573,-1.747,-0.132224573,0.132224573
PBE-D3__Def2TZVPP,IE-SSI-095TYR-106TYR-1,SSI,-4.824493838,-4.444,-0.380493838,0.380493838
PBE-D3__Def2TZVPP,IE-SSI-007LEU-026VAL-1,SSI,-0.039043371,0.246,-0.285043371,0.285043371
PBE-D3__Def2TZVPP,IE-SSI-037THR-085LYS-2,SSI,0.465267568,0.733,-0.267732432,0.267732432
PBE-D3__Def2TZVPP,IE-SSI-009LYS-137LEU-1,SSI,-2.894084821,-2.463,-0.431084821,0.431084821
PBE-D3__Def2TZVPP,IE-SSI-050LYS-056GLU-1,SSI,-115.3868966,-112.142,-3.244896639,3.244896639
PBE-D3__Def2TZVPP,IE-SSI-022ARG-072GLU-1,SSI,-109.1491565,-106.296,-2.853156545,2.853156545
PBE-D3__Def2TZVPP,IE-SSI-221GLU-226LYS-1,SSI,-5.300115874,-4.275,-1.025115874,1.025115874
PBE-D3__Def2TZVPP,IE-SSI-039SER-067GLU-1,SSI,-21.85711306,-19.229,-2.628113058,2.628113058
PBE-D3__Def2TZVPP,IE-SSI-136TRP-165ASP-1,SSI,-25.11581865,-23.009,-2.106818653,2.106818653
PBE-D3__Def2TZVPP,IE-SSI-139TYR-148SER-1,SSI,-2.234302013,-1.483,-0.751302013,0.751302013
PBE-D3__Def2TZVPP,IE-SSI-064TYR-068LYS-1,SSI,-5.887108656,-5.352,-0.535108656,0.535108656
PBE-D3__Def2TZVPP,IE-SSI-015LYS-220ASP-1,SSI,-111.3596131,-107.859,-3.500613068,3.500613068
PBE-D3__Def2TZVPP,IE-SSI-115ASP-156ASP-1,SSI,83.40603307,83.331,0.075033068,0.075033068
PBE-D3__Def2TZVPP,IE-SSI-044GLU-084ARG-1,SSI,-97.469275,-95.217,-2.252275005,2.252275005
PBE-D3__Def2TZVPP,IE-SSI-037ASP-040ARG-1,SSI,-81.65815972,-79.742,-1.916159718,1.916159718
PBE-D3__Def2TZVPP,IE-SSI-076ASP-089TYR-1,SSI,-28.84179494,-26.05,-2.791794936,2.791794936
PBE-D3__Def2TZVPP,IE-SSI-137GLU-143MET-1,SSI,-5.970024275,-5.063,-0.907024275,0.907024275
PBE-D3__Def2TZVPP,IE-SSI-021ILE-041PHE-1,SSI,-1.737333427,-1.461,-0.276333427,0.276333427
PBE-D3__Def2TZVPP,IE-SSI-096HIE-101GLN-1,SSI,-4.798225434,-4.344,-0.454225434,0.454225434
PBE-D3__Def2TZVPP,IE-SSI-100ASN-113LYS-1,SSI,-1.298899193,-0.952,-0.346899193,0.346899193
PBE-D3__Def2TZVPP,IE-SSI-070ASN-080GLU-1,SSI,6.592462392,7.265,-0.672537608,0.672537608
PBE-D3__Def2TZVPP,IE-SSI-030GLU-049PHE-1,SSI,-6.303802309,-5.528,-0.775802309,0.775802309
PBE-D3__Def2TZVPP,IE-SSI-066LEU-073PRO-1,SSI,-1.283469816,-1.095,-0.188469816,0.188469816
PBE-D3__Def2TZVPP,IE-SSI-110ALA-164ILE-1,SSI,-0.73414005,-0.498,-0.23614005,0.23614005
PBE-D3__Def2TZVPP,IE-SSI-085TRP-135LYS-2,SSI,-7.925311287,-7.418,-0.507311287,0.507311287
PBE-D3__Def2TZVPP,IE-SSI-004ARG-024THR-1,SSI,-16.10946518,-15.407,-0.702465176,0.702465176
PBE-D3__Def2TZVPP,IE-SSI-007VAL-191TYR-1,SSI,-1.65131217,-1.152,-0.49931217,0.49931217
PBE-D3__Def2TZVPP,IE-SSI-039LYS-043HIE-1,SSI,-1.456044251,-1.096,-0.360044251,0.360044251
PBE-D3__Def2TZVPP,IE-SSI-061ILE-086ASP-1,SSI,-1.760865635,-1.21,-0.550865635,0.550865635
PBE-D3__Def2TZVPP,IE-SSI-035ASN-172GLU-1,SSI,-12.73053607,-10.669,-2.061536069,2.061536069
PBE-D3__Def2TZVPP,IE-SSI-101TRP-132VAL-1,SSI,-1.127366856,-0.933,-0.194366856,0.194366856
PBE-D3__Def2TZVPP,IE-SSI-007ASP-119SER-1,SSI,-6.467507947,-5.744,-0.723507947,0.723507947
PBE-D3__Def2TZVPP,IE-SSI-035TRP-064ARG-1,SSI,-1.198674615,-0.883,-0.315674615,0.315674615
PBE-D3__Def2TZVPP,IE-SSI-103ASP-149TYR-1,SSI,-24.5838809,-22.415,-2.168880896,2.168880896
PBE-D3__Def2TZVPP,IE-SSI-079THR-089LEU-2,SSI,-0.836101794,-0.399,-0.437101794,0.437101794
PBE-D3__Def2TZVPP,IE-SSI-153TRP-158MET-1,SSI,-3.131853589,-2.756,-0.375853589,0.375853589
PBE-D3__Def2TZVPP,IE-SSI-037ASN-067GLU-1,SSI,-6.982689616,-6.225,-0.757689616,0.757689616
PBE-D3__Def2TZVPP,IE-SSI-075LEU-111LEU-1,SSI,-0.669112334,-0.321,-0.348112334,0.348112334
PBE-D3__Def2TZVPP,IE-SSI-163TYR-180LEU-1,SSI,-1.204882975,-0.945,-0.259882975,0.259882975
PBE-D3__Def2TZVPP,IE-SSI-236PHE-262VAL-1,SSI,-2.258477916,-1.889,-0.369477916,0.369477916
PBE-D3__Def2TZVPP,IE-SSI-040TRP-122THR-1,SSI,-3.8592242,-3.46,-0.3992242,0.3992242
PBE-D3__Def2TZVPP,IE-SSI-051CYS-156THR-1,SSI,1.41064249,1.829,-0.41835751,0.41835751
PBE-D3__Def2TZVPP,IE-SSI-219VAL-272ALA-1,SSI,-1.011215926,-0.824,-0.187215926,0.187215926
PBE-D3__Def2TZVPP,IE-SSI-077PHE-162PRO-1,SSI,-1.639155987,-1.306,-0.333155987,0.333155987
PBE-D3__Def2TZVPP,IE-SSI-119THR-123THR-1,SSI,-1.235031658,-0.898,-0.337031658,0.337031658
PBE-D3__Def2TZVPP,IE-SSI-018VAL-034ILE-1,SSI,-0.894229046,-0.641,-0.253229046,0.253229046
PBE-D3__Def2TZVPP,IE-SSI-006TRP-040LYS-1,SSI,-1.221044102,-0.998,-0.223044102,0.223044102
PBE-D3__Def2TZVPP,IE-SSI-102HIE-109TYR-1,SSI,-3.871243433,-3.84,-0.031243433,0.031243433
PBE-D3__Def2TZVPP,IE-SSI-025TRP-152GLU-1,SSI,-24.02861847,-22.177,-1.851618472,1.851618472
PBE-D3__Def2TZVPP,IE-SSI-027ARG-049GLU-1,SSI,-98.84185966,-96.796,-2.045859657,2.045859657
PBE-D3__Def2TZVPP,IE-SSI-074GLN-094ASN-1,SSI,-6.466911151,-5.895,-0.571911151,0.571911151
PBE-D3__Def2TZVPP,IE-SSI-022PHE-040ALA-1,SSI,-1.802775696,-1.51,-0.292775696,0.292775696
PBE-D3__Def2TZVPP,IE-SSI-083ASP-105TYR-1,SSI,2.125598897,3.567,-1.441401103,1.441401103
PBE-D3__Def2TZVPP,IE-SSI-027ALA-102ASN-1,SSI,-1.52995023,-1.332,-0.19795023,0.19795023
PBE-D3__Def2TZVPP,IE-SSI-129PHE-156ARG-1,SSI,-7.968165082,-7.382,-0.586165082,0.586165082
PBE-D3__Def2TZVPP,IE-SSI-008SER-093TYR-1,SSI,-2.102025627,-1.229,-0.873025627,0.873025627
PBE-D3__Def2TZVPP,IE-SSI-078ALA-126VAL-1,SSI,-0.74399455,-0.53,-0.21399455,0.21399455
PBE-D3__Def2TZVPP,IE-SSI-095ASN-164ASP-1,SSI,-24.57865759,-23.285,-1.293657594,1.293657594
PBE-D3__Def2TZVPP,IE-SSI-127ALA-177ASP-1,SSI,-3.678516099,-2.341,-1.337516099,1.337516099
PBE-D3__Def2TZVPP,IE-SSI-122ASP-125LYS-1,SSI,-5.0889268,-3.949,-1.1399268,1.1399268
PBE-D3__Def2TZVPP,IE-SSI-124GLN-200ALA-1,SSI,-1.203293894,-0.893,-0.310293894,0.310293894
PBE-D3__Def2TZVPP,IE-SSI-100SER-148ASN-1,SSI,1.628195595,2.093,-0.464804405,0.464804405
PBE-D3__Def2TZVPP,IE-SSI-019SER-026ARG-1,SSI,-14.98220406,-14.431,-0.551204062,0.551204062
PBE-D3__Def2TZVPP,IE-SSI-145GLN-149MET-2,SSI,3.471458868,3.546,-0.074541132,0.074541132
PBE-D3__Def2TZVPP,IE-SSI-011ILE-024ILE-1,SSI,-0.829978501,-0.588,-0.241978501,0.241978501
PBE-D3__Def2TZVPP,IE-SSI-081GLN-085ASP-1,SSI,-23.72981251,-22.487,-1.242812507,1.242812507
PBE-D3__Def2TZVPP,IE-SSI-138VAL-144ARG-1,SSI,-1.855194577,-1.647,-0.208194577,0.208194577
PBE-D3__Def2TZVPP,IE-SSI-175VAL-274ASP-1,SSI,-8.282304965,-6.954,-1.328304965,1.328304965
PBE-D3__Def2TZVPP,IE-SSI-059PHE-063ASN-1,SSI,-4.51431691,-3.97,-0.54431691,0.54431691
PBE-D3__Def2TZVPP,IE-SSI-150LEU-153PHE-1,SSI,-1.121684414,-0.825,-0.296684414,0.296684414
PBE-D3__Def2TZVPP,IE-SSI-039ARG-043ASN-2,SSI,4.483572202,4.952,-0.468427798,0.468427798
PBE-D3__Def2TZVPP,IE-SSI-159PHE-206ILE-1,SSI,-1.00630716,-0.729,-0.27730716,0.27730716
PBE-D3__Def2TZVPP,IE-SSI-119PHE-176THR-1,SSI,-1.345115922,-1.049,-0.296115922,0.296115922
PBE-D3__Def2TZVPP,IE-SSI-077ALA-138ARG-2,SSI,-0.33236212,-0.135,-0.19736212,0.19736212
PBE-D3__Def2TZVPP,IE-SSI-072ARG-118TYR-2,SSI,-6.509101564,-6.143,-0.366101564,0.366101564
PBE-D3__Def2TZVPP,IE-SSI-013ASP-016GLU-1,SSI,63.09212145,62.779,0.31312145,0.31312145
PBE-D3__Def2TZVPP,IE-SSI-163LEU-175LEU-1,SSI,-0.396734308,-0.079,-0.317734308,0.317734308
PBE-D3__Def2TZVPP,IE-SSI-009ARG-023GLU-1,SSI,-98.97496983,-96.103,-2.871969832,2.871969832
PBE-D3__Def2TZVPP,IE-SSI-099TRP-272GLU-1,SSI,-26.69554873,-24.561,-2.134548727,2.134548727
PBE-D3__Def2TZVPP,IE-SSI-032ILE-036GLU-1,SSI,-1.055036308,-0.777,-0.278036308,0.278036308
PBE-D3__Def2TZVPP,IE-SSI-040TYR-076VAL-1,SSI,-1.580668736,-1.25,-0.330668736,0.330668736
