id,level,ae_pred_kcalmol,true_kcalmol,error_kcalmol,abs_error_kcalmol
AE-TAE140-76,M06-2X__Def2TZVPP,-259.40039948412095,-259.727,0.32660051587902217,0.32660051587902217
AE-TAE140-106,M06-2X__Def2TZVPP,-169.0874176098049,-172.218,3.1305823901950873,3.1305823901950873
AE-TAE140-117,M06-2X__Def2TZVPP,-305.7110934841907,-290.578,-15.133093484190738,15.133093484190738
AE-TAE140-114,M06-2X__Def2TZVPP,-268.5522340169312,-270.849,2.2967659830687808,2.2967659830687808
AE-TAE140-109,M06-2X__Def2TZVPP,-176.26186587316906,-177.357,1.095134126830942,1.095134126830942
AE-TAE140-47,M06-2X__Def2TZVPP,-423.41276968924797,-430.967,7.554230310752018,7.554230310752018
AE-TAE140-35,M06-2X__Def2TZVPP,-230.2151865859809,-232.974,2.7588134140191016,2.7588134140191016
AE-TAE140-45,M06-2X__Def2TZVPP,-653.830724065429,-651.526,-2.3047240654290135,2.3047240654290135
AE-TAE140-88,M06-2X__Def2TZVPP,-133.52710061786036,-132.721,-0.806100617860352,0.806100617860352
AE-TAE140-108,M06-2X__aug-cc-pVTZ,-320.71378729007466,-346.943,26.22921270992532,26.22921270992532
AE-TAE140-4,M06-2X__aug-cc-pVTZ,-320.59089305294054,-324.945,4.354106947059449,4.354106947059449
AE-TAE140-125,M06-2X__aug-cc-pVTZ,-222.55978333608513,-227.882,5.3222166639148725,5.3222166639148725
AE-TAE140-95,M06-2X__aug-cc-pVTZ,-188.60391278308907,-193.052,4.4480872169109205,4.4480872169109205
AE-TAE140-29,M06-2X__aug-cc-pVTZ,-512.262455375665,-513.501,1.2385446243349634,1.2385446243349634
AE-TAE140-122,M06-2X__aug-cc-pVTZ,-194.5179636469939,-208.781,14.2630363530061,14.2630363530061
AE-TAE140-52,M06-2X__aug-cc-pVTZ,-162.29969556562364,-163.78,1.4803044343763645,1.4803044343763645
AE-TAE140-140,M06-2X__aug-cc-pVTZ,-2.2409621171835634,-2.669,0.4280378828164366,0.4280378828164366
AE-TAE140-71,M06-2X__aug-cc-pVTZ,-399.44559672429546,-398.472,-0.9735967242954757,0.9735967242954757
AE-TAE140-42,M06-2X__aug-cc-pVTZ,-566.796944058665,-577.78,10.98305594133501,10.98305594133501
AE-TAE140-59,M06-2X__aug-cc-pVTZ,-321.8025313134268,-322.477,0.6744686865731637,0.6744686865731637
AE-TAE140-17,M06-2X__aug-cc-pVTZ,-179.18697686297037,-181.456,2.2690231370296203,2.2690231370296203
AE-TAE140-66,M06-2X__aug-cc-pVTZ,-334.19781698991034,-336.249,2.0511830100896873,2.0511830100896873
AE-TAE140-74,M06-2X__aug-cc-pVTZ,-265.5769434640214,-266.163,0.5860565359786278,0.5860565359786278
AE-TAE140-31,M06-2X__aug-cc-pVTZ,-180.86735377057082,-182.591,1.7236462294291925,1.7236462294291925
AE-TAE140-129,M06-2X__aug-cc-pVTZ,-217.10032538893952,-234.348,17.24767461106049,17.24767461106049
AE-TAE140-107,M06-2X__aug-cc-pVTZ,-175.66542768456628,-181.35,5.684572315433712,5.684572315433712
AE-TAE140-68,M06-2X__aug-cc-pVTZ,-402.731505474612,-403.743,1.0114945253880023,1.0114945253880023
AE-TAE140-80,M06-2X__aug-cc-pVTZ,-266.7457536525792,-269.089,2.343246347420802,2.343246347420802
